profile_id,display_profile_id,sensitivity_floor_id,quality_floor_config_sha256,max_recall_drop,max_class_recall_drop,max_localization_increase_m,max_fp_per_frame_increase,recall_drop,vehicle_recall_drop,pedestrian_recall_drop,localization_increase_m,vehicle_localization_increase_m,pedestrian_localization_increase_m,vehicle_precision_drop,pedestrian_precision_drop,fp_per_frame_increase,vehicle_fp_per_frame_increase,pedestrian_fp_per_frame_increase,miou_drop_secondary,screen_basis,incremental_recall_gate_pass,incremental_vehicle_recall_gate_pass,incremental_pedestrian_recall_gate_pass,incremental_aggregate_localization_gate_pass,incremental_aggregate_fp_gate_pass,roi_incremental_screen_pass,absolute_object_quality_gate_status,class_precision_localization_gate_status,difficult_object_gate_status,difficult_nonempty_gate_status,quality_gate_status,quality_gate_reason,segmentation_used_as_veto,final_eligible,decision_status
ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.7,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.00128238,0.00405186,-0.00349406,0.04762066,0.03180684,0.07490576,0.00570354,0.00417718,0.02682701,0.01942646,0.00740056,0.06894098,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.98,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01564504,0.01701783,0.01327743,0.17261386,0.17719595,0.16367149,0.01409905,0.01753329,0.06059204,0.04024052,0.02035153,0.21760565,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.9,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.00718133,0.00162075,0.01677149,0.05539655,0.04688337,0.07446353,0.00827683,0.01065948,0.04209066,0.0333025,0.00878816,0.143499,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.00076943,0.00081037,0.00069881,-0.00446114,-0.0056179,-0.00234801,0.00154282,-0.00172569,0.00277521,0.00555042,-0.00277521,0.02046714,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.00307771,0.00729335,-0.00419287,0.04415568,0.02758338,0.07203938,0.00076894,-0.00049583,-0.00416281,-0.00508788,0.00092507,0.03232792,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0010259,0.00324149,-0.00279525,0.04653976,0.03267319,0.07069287,0.00395703,-0.00011947,0.01387604,0.01295097,0.00092507,0.04775531,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u8__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.98,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01590151,0.01701783,0.01397624,0.1720402,0.1749647,0.16627611,0.01409489,0.01263548,0.05319149,0.04024052,0.01295097,0.21676814,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u8__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.9,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0074378,0.00202593,0.01677149,0.05580914,0.043777,0.08131701,0.0077402,0.0061862,0.03283996,0.03052729,0.00231267,0.10324443,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,-0.00436009,-0.00243112,-0.00768693,-0.00520769,-0.00751958,-0.00213682,-0.00374224,-0.00439423,-0.01480111,-0.01156337,-0.00323774,0.11945847,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01461913,0.00769854,0.02655486,0.06869385,0.07135715,0.06790955,0.0022828,0.01494474,0.01110083,0.00046253,0.0106383,0.22563006,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,True,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01359323,0.00769854,0.02375961,0.07372264,0.07936504,0.06678311,0.00349819,0.01381404,0.01526364,0.00508788,0.01017576,0.25683599,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,True,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.04437035,0.05024311,0.03424179,0.32907277,0.33204384,0.32083647,0.00590032,0.02131974,-0.01526364,-0.03191489,0.01665125,0.34112439,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01564504,0.01458671,0.0174703,0.11992913,0.12024588,0.12014389,0.02414566,0.01390386,0.0920444,0.07909343,0.01295097,0.31255363,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0010259,0.00202593,-0.00069881,0.00076961,-0.00135106,0.00418436,0.00056549,0.00300999,0.00462535,0.0,0.00462535,0.04280732,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u6__q0.5__zstd3__ckptf319e2a5e8fb,noae/u6/q0.5,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0117979,0.00729335,0.01956674,0.0837566,0.07653417,0.0990457,0.00178877,-0.00208289,-0.01156337,-0.00092507,-0.0106383,0.06575681,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,True,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u6__q0.7__zstd3__ckptf319e2a5e8fb,noae/u6/q0.7,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01333675,0.00931929,0.02026555,0.08633304,0.07780943,0.10379411,0.00400178,-0.00288351,-0.00693802,0.00508788,-0.0120259,0.0958347,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,True,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u6__q0.98__zstd3__ckptf319e2a5e8fb,noae/u6/q0.98,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.04077969,0.04416532,0.0349406,0.35260132,0.35852227,0.34081333,0.01302319,0.01850884,0.01387604,0.0013876,0.01248844,0.34277748,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u6__q0.9__zstd3__ckptf319e2a5e8fb,noae/u6/q0.9,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01641447,0.01620746,0.01677149,0.13707422,0.12389251,0.16117833,0.02664592,0.00692119,0.08741906,0.08418131,0.00323774,0.18197775,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u6__q0__zstd3__ckptf319e2a5e8fb,noae/u6/q0,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u8__q0.3__zstd3__ckptf319e2a5e8fb,noae/u8/q0.3,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.00076943,0.0,0.00209644,-0.00037,-4.379e-05,-0.0006507,0.00050992,0.00057344,0.00185014,0.00185014,0.0,0.03654155,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u8__q0.5__zstd3__ckptf319e2a5e8fb,noae/u8/q0.5,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01077199,0.00729335,0.01677149,0.08734973,0.07486471,0.11157888,0.00369752,-0.00093512,-0.00185014,0.00601295,-0.00786309,0.05739008,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,True,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u8__q0.7__zstd3__ckptf319e2a5e8fb,noae/u8/q0.7,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01051552,0.00688817,0.01677149,0.09251138,0.07985695,0.11711804,0.00459646,-0.00126603,0.0013876,0.00971323,-0.00832562,0.07871204,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,True,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u8__q0.98__zstd3__ckptf319e2a5e8fb,noae/u8/q0.98,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.04052321,0.04376013,0.0349406,0.3674702,0.37119309,0.35975552,0.01278675,0.01785427,0.01248844,0.00092507,0.01156337,0.34274266,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,True,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u8__q0.9__zstd3__ckptf319e2a5e8fb,noae/u8/q0.9,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.01461913,0.01418152,0.01537386,0.13967617,0.12542953,0.16567497,0.02601629,0.00586646,0.08556892,0.08325624,0.00231267,0.18188039,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,False,False,False,False,False,False,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
noae__u8__q0__zstd3__ckptf319e2a5e8fb,noae/u8/q0,strict_exploratory,a9878c41d4130ebb78ca05daa6ca5246ba5ea360bb5b0f0e788b4a945038b567,0.01,0.01,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROI_INCREMENTAL_VS_SAME_MODEL_QUANT_Q0_NOT_ABSOLUTE_SERVICE_FLOOR,True,True,True,True,True,True,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REPORTED_NOT_GATED_IN_INCREMENTAL_SCREEN,UNRESOLVED_NOT_USED_TO_PASS,UNRESOLVED_NO_SELECTED_ABSOLUTE_FLOOR,REVIEW_REQUIRED,INCREMENTAL_SCREEN_ONLY_ABSOLUTE_AND_DIFFICULT_OBJECT_GATES_UNRESOLVED,False,False,EXPLORATORY_ONLY_REVIEW_REQUIRED
